W Carolina,1.068
Longwood,1.069
Pittsburgh,1.069
American,1.071
Dartmouth,1.071
Alabama St,1.074
NW State,1.075
Miss Val St,1.076
Quinnipiac,1.078
Vanderbilt,1.078
Marquette,1.078
Columbia,1.079
Kennesaw St,1.079
Delaware,1.079
Morehead St,1.079
Hofstra,1.079
Sac State,1.08
Drexel,1.08
San Jose St,1.08
Richmond,1.08
Mass Lowell,1.081
Montana St,1.081
N Illinois,1.081
Alcorn State,1.081
Iowa,1.082
Colorado St,1.082
S Mississippi,1.084
N Arizona,1.085
Santa Clara,1.086
Wash State,1.086
Elon,1.087
E Kentucky,1.087
Cal St Nrdge,1.088
Portland,1.088
Howard,1.089
SIU Edward,1.09
Alab A&M,1.09
Niagara,1.09
Charlotte,1.091
Cal Poly,1.092
S Utah,1.092
Incar Word,1.093
Arkansas St,1.093
North Dakota,1.093
Presbyterian,1.095
Florida A&M,1.096
Cornell,1.097
Savannah St,1.1
Marist,1.101
Loyola Mymt,1.105
S Car State,1.111
Youngs St,1.113
Oral Roberts,1.113
SE Missouri,1.114
Houston Bap,1.118
Citadel,1.12
NC-Wilmgton,1.121
Delaware St,1.126
Detroit,1.127
Maryland ES,1.131
Pepperdine,1.133
Neb Omaha,1.133
Wm & Mary,1.138
Bryant,1.144
Samford,1.152
N Florida,1.155
Chicago St,1.184
SC Upstate,1.206
