SIU Edward,0.964
Cleveland St,0.964
Miami (OH),0.962
Presbyterian,0.962
E Illinois,0.962
Sacred Hrt,0.962
Florida Intl,0.962
Sac State,0.961
Bryant,0.961
Houston Bap,0.96
IUPUI,0.96
St Peters,0.959
S Car State,0.959
Portland,0.959
Morehead St,0.957
New Orleans,0.956
Loyola-MD,0.954
Cal Poly,0.953
TN Martin,0.953
TX-Pan Am,0.952
Siena,0.951
Charlotte,0.949
TN State,0.949
Jacksonville,0.949
Stony Brook,0.949
Alcorn State,0.948
Gard-Webb,0.948
American,0.948
TX El Paso,0.948
Rob Morris,0.947
Florida A&M,0.946
Southern,0.943
Evansville,0.943
Cal St Nrdge,0.943
Rice,0.942
Grambling St,0.942
Central FL,0.941
S Florida,0.94
Alabama St,0.939
Ark Pine Bl,0.939
S Alabama,0.937
E Carolina,0.935
W Illinois,0.935
UMKC,0.933
CS Bakersfld,0.933
Rutgers,0.933
TX A&M-CC,0.933
California,0.932
W Carolina,0.926
Fla Atlantic,0.923
Incar Word,0.92
Pittsburgh,0.916
San Jose St,0.915
Fordham,0.91
Delaware St,0.907
Jackson St,0.906
UC Riverside,0.901
AR Lit Rock,0.9
N Arizona,0.897
Miss Val St,0.893
VA Military,0.89
Maine,0.886
Maryland ES,0.883
Chicago St,0.878
Longwood,0.87
Alab A&M,0.862
NW State,0.844
Coppin State,0.842
