LA Monroe,67.6
Alcorn State,67.6
California,67.5
Virginia,67.5
Syracuse,67.5
Incar Word,67.5
Geo Wshgtn,67.4
Navy,67.4
Southern,67.4
Rice,67.3
IUPUI,67.3
New Orleans,67.2
TX A&M-CC,67
Gard-Webb,67
Bradley,67
Radford,66.9
W Carolina,66.9
Wisconsin,66.8
Binghamton,66.8
W Illinois,66.8
Portland,66.7
Air Force,66.7
Fla Atlantic,66.7
Cal Poly,66.7
TX El Paso,66.5
E Carolina,66.4
TN Martin,66.3
Sac State,66.2
Ark Pine Bl,65.9
GA Tech,65.7
TN State,65.6
Saint Louis,65.5
N Hampshire,65.4
Maine,65.4
American,65.4
E Illinois,65.3
Chicago St,65.2
St Peters,65.2
N Arizona,65
Miss Val St,64.8
Cal St Nrdge,64.8
San Jose St,64.7
Texas State,64.7
Rutgers,64.3
CS Bakersfld,64.2
UC Riverside,64.1
Santa Clara,64
Evansville,63.9
VA Military,63.7
Holy Cross,63.6
N Iowa,63.5
S Florida,63.3
Presbyterian,63.3
Delaware St,63.2
Central FL,62.7
Fordham,62.3
AR Lit Rock,62.2
Pittsburgh,62
NW State,61.8
Jackson St,61.6
Longwood,61.2
Coppin State,60.8
Maryland ES,60.8
Alab A&M,60.4
