S Alabama,0.48
Mississippi,0.48
Charlotte,0.48
Alcorn State,0.48
E Carolina,0.48
Pittsburgh,0.48
Morehead St,0.48
Siena,0.48
UC Irvine,0.48
TX A&M-CC,0.48
Savannah St,0.48
IUPUI,0.48
Rice,0.48
James Mad,0.48
Fordham,0.48
S Florida,0.48
DePaul,0.48
Bryant,0.48
Stony Brook,0.48
Central FL,0.48
Montana St,0.48
Loyola-MD,0.48
UMKC,0.48
Cal St Nrdge,0.48
SIU Edward,0.48
E Illinois,0.48
Youngs St,0.48
Air Force,0.48
Incar Word,0.48
Georgia,0.48
Colorado St,0.48
Connecticut,0.48
AR Lit Rock,0.47
Rob Morris,0.47
Bowling Grn,0.47
Delaware St,0.47
Florida A&M,0.47
Syracuse,0.47
Florida Intl,0.47
Saint Louis,0.47
GA Tech,0.47
W Carolina,0.47
S Car State,0.47
Cal Poly,0.47
Alabama St,0.47
CS Bakersfld,0.47
Longwood,0.46
N Hampshire,0.46
S Carolina,0.46
Maine,0.46
Houston Bap,0.46
VA Military,0.46
Morgan St,0.46
Grambling St,0.46
UC Riverside,0.45
Alab A&M,0.45
N Arizona,0.45
Chicago St,0.45
TX-Pan Am,0.45
California,0.45
Southern,0.44
NW State,0.44
Fla Atlantic,0.44
Rutgers,0.44
Coppin State,0.43
Maryland ES,0.43
Jackson St,0.43
Miss Val St,0.43
